,Topic Title,Category,Tags,Author,Leading Comment,Likes,Views,Replies
924,The Wholesale Formula Works Training (TWF),Misc Topics,['Education & Training'],Vision,"Stacey
I am a TWF Alumni.  I think the course is highly valuable.  The course is comprised of a series of videos and lots of collateral material to support getting started in selling Wholesale on Amazon.  As with any training course, you will get out of it what you put in and the action you based the information you learn.  If you learn but don’t act, it will be a huge waste of money.
I would put the TWF course into the context the “why and what” you need to do to get a wholesale business going and the material from Trent on Flowser as the “how” to put the learnings into practice.
I don’t want to disclose the pricing in this forum but it is similar to what Trent charges for his material.  I will say the training is worth the investment.
I hope this helps
Bob",0,183,5
925,The Wholesale Formula Works Training (TWF),Misc Topics,['Education & Training'],Vision,"We’ll be having Dan from TWF do a webinar this Thursday at 7pm EDT, so keep an eye out for an email invitation from Bright Ideas.",0,183,5
926,The Wholesale Formula Works Training (TWF),Misc Topics,['Education & Training'],Vision,"Thank you! I just registered for the webinar. I’m really excited about starting my business, but I have no wholesale knowledge at all. I have your materials and their wonderful, but I don’t fully understand what I’m doing with them.",0,183,5
927,The Wholesale Formula Works Training (TWF),Misc Topics,['Education & Training'],Vision,"Thank you so much Bob! I really appreciate your post. I’m looking forward to gaining more information about how to best run my wholesale business. Thank you for your input and your recommendation, it was extremely helpful.
Stacey",0,183,5
928,Anyone successfully sold an Amazon wholesale business?,Misc Topics,['Buying or Selling a Business'],randy1,"My partner and I are considering this option, but I was just curious if any of you have experience?
If so, any words of wisdom?   How’d you find the buyer? What were the terms, etc?",0,0,0
929,Israel Cohen’s Success Story,Misc Topics,['Member Introductions'],Trent-Admin,,0,0,0
930,Podcasts,Misc Topics,"['Articles, Books, and Resources']",Laura,"

Trent mentioned to listen to some sales podcasts or read some sales books. Can anyone recommend a good podcast to listen to.


I’ve started listening to BrightIdeas podcasts. Should i watch newest to oldest or is there a certain place I should start from and go up from there?

",0,130,1
931,Podcasts,Misc Topics,"['Articles, Books, and Resources']",Laura,@mshayanh13 The Bright Ideas Podcast regularly links or mentions other podcasts and blogs to keep an eye on. If you listen on Apple Podcast there is a recommended section at the bottom of the page.,0,130,1
932,Exclusive With Brands,Misc Topics,[],Laura,"I have a brand that has agreed to let me have an exclusive relationship with them.
The first thing that I know I need to do is create an outline of what we will do and then have a contract signed.  I am thinking of the following.

Register their brand.
Determine how many listings we will optimize.  (I am thinking 5)
Negotiate pricing.
Decide if there will be a 3 month trial phase or not.
Agree that any photos that we take and provide remains our Intellectual property and that if we no longer work together.   They have the option to buy the images from us or delete them from the listing.
Optimize listing.

Can I get some feedback from anyone that has done this before?",1,190,4
933,Exclusive With Brands,Misc Topics,[],Laura,"What is your timeline for this? With Optimizations, you need to make sure that you have time for them to change and to see if your changes are actually increasing your sales.
Five listings is a lot, and for us, this would be about 10-12 months of work and testing. It is a lot to manage 5 listings at a time. Especially if they get reverted to the original.
I would have the brand take photos or offer promotional images, this is their brand and eliminates the expense of images (which can be thousands of dollars for decent images).",1,190,4
934,Exclusive With Brands,Misc Topics,[],Laura,"My wife is a professional photographer.  Since my photo cost is 0.  I am thinking that we will take photo’s but if we ever part ways with the brand that they will need to buy those images from us or take them down.
Would you have any idea how to value images?  Lets say that the listing sells at $30.00 and sells 200 per month.  That  is about $6000 per month of rev.  I could value an image at $3000.00 as over the year that would be about $72k per sales.
your thoughts?",1,190,4
935,Exclusive With Brands,Misc Topics,[],Laura,Also are there any flows or web pages that you could recommend on what to optimize first?  I do have my game plan but am always looking to improve it.,1,190,4
936,Exclusive With Brands,Misc Topics,[],Laura,"@scottschmitz That is great that your image cost is 0! We have never had suppliers pay us for listings, so I wouldn’t know how to value it. If it is not a cost to you, then I think that would be a great value add or “gift or service” for your suppliers.
It is up to you if you want to charge them, but personally I think it would be better to either have a flat fee or to offer it as a partner gift. Offering services like this shows that you care about the brand and your long-term relationship with them.
WEBS has an Optimization template in the Product Listing Folder.
One thing I would really upsell is optimizing back end keyword optimizations (we use Helium 10 for this —we have a code that we use for 10% off, and we included it in the Free SOP in the Flowster marketplace). It takes very little time to do, especially with H10 or VL, but can make a huge difference. We make sure to mention that front end and back end optimizations are different.",1,190,4
